input_text,label
A boy is in silhouette against a blue sky. He is doing a trick on a skateboard and is in the air with his knees bent. His long hair is wild and in the air. The boy is suspended in the air over the skateboard but is not touching it. There is a fence beside the boy and palm trees on either side of the fencing.  A couple of white clouds show low in the sky and the foreground is dark in shadow. <SEP> A boy is jumping in the air in front of a fence. <SEP> 10,0
A woman is walking on the sidewalk and on the phone. She is holding a black phone to her ears and has sunglasses on her head. There are a bunch of people in the background behind her. <SEP> A man is standing on a sidewalk. He is wearing a black jacket and black pants. There is a large white building behind him.  <SEP> 10,1
A woman is walking on the sidewalk and on the phone. She is holding a black phone to her ears and has sunglasses on her head. There are a bunch of people in the background behind her. <SEP> A woman is talking on the phone in front of a crowd of people. <SEP> 10,0
A large white bottom boat has an orange cover with small white framed windows. It is sitting in a very blue sea. There are black numbers on top of an orange cover. One person wearing a blue shirt is hanging out a window. <SEP> There is a wooden bench in the middle of a field. There are trees in front of the bench. The bench is made of wood.  <SEP> 10,1
A large white bottom boat has an orange cover with small white framed windows. It is sitting in a very blue sea. There are black numbers on top of an orange cover. One person wearing a blue shirt is hanging out a window. <SEP> A lifeboat is being lowered into the water. <SEP> 10,0
"There is a bald white man with a goatee and beard. He is handing a styrofoam plate with something white on it to an unseen person with his left hand. In his right hand he is holding a large butcher knife. The blade is red and sticky looking.It has unidentified white chunks hanging from it. O the coffee table in front of the man are several more plates holding triangular shaped food - maybe pizza or cake. There is also a water bottle. There are more people sitting across from the man, but only there legs are visible. <SEP> A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.  <SEP> 10",1
"There is a bald white man with a goatee and beard. He is handing a styrofoam plate with something white on it to an unseen person with his left hand. In his right hand he is holding a large butcher knife. The blade is red and sticky looking.It has unidentified white chunks hanging from it. O the coffee table in front of the man are several more plates holding triangular shaped food - maybe pizza or cake. There is also a water bottle. There are more people sitting across from the man, but only there legs are visible. <SEP> A bald man with a beard is holding a knife and looking at a plate of food. <SEP> 10",0
"A metal street meter with the road behind it. There is a white car parked on the road and many cars behind a fence in the background.  <SEP> A black and white photo of a man riding a motorcycle. The man is wearing a black helmet and black pants. There is a white sign on the side of the motorcycle that says ""Motorcyclists Only"" on it.  <SEP> 10",1
A metal street meter with the road behind it. There is a white car parked on the road and many cars behind a fence in the background.  <SEP> A black and white photo of a parking meter in the middle of a street with cars parked behind it. <SEP> 10,0
There are lines of purple trees. There is a puddle of water in front of the trees. There are people on the grass in front of the trees.  <SEP> A man is standing on the beach. He is wearing a blue shirt and blue shorts. There is a white surfboard in front of him.  <SEP> 10,1
There are lines of purple trees. There is a puddle of water in front of the trees. There are people on the grass in front of the trees.  <SEP> A field of pink cherry blossoms with a blue sky and white clouds in the background. <SEP> 10,0
ARIAL VIEW FROM A PLANE OF A CITY BELOW. THE CITY IS  LINED WITH WATER AROUND IT. THERE ARE MANY WINDING ROADS AND MANMADE LAKES. <SEP> There is a plane in the sky. The plane is white and has a blue tail. There are two engines on the plane. One of the engines is red and the other one is blue.  <SEP> 10,1
ARIAL VIEW FROM A PLANE OF A CITY BELOW. THE CITY IS  LINED WITH WATER AROUND IT. THERE ARE MANY WINDING ROADS AND MANMADE LAKES. <SEP> A photo of an aerial view of a city with a wing of a plane in the bottom left corner. <SEP> 10,0
There is a plate sitting on top of a green cloth. There is a carton of milk sitting next to the plate on the table. There is a hot dog on the plate.  <SEP> This is an image of a pizza. The pizza is on a white plate. There is cheese on top of the pizza and there is pepperoni on the top.  <SEP> 10,1
"There is a plate sitting on top of a green cloth. There is a carton of milk sitting next to the plate on the table. There is a hot dog on the plate.  <SEP> Plate of food including a hot dog, chili beans, and a juice box. <SEP> 10",0
"A crowd of people stand on a wet and sandy beach. There are men, women and children in the crowd. There are many buildings off in the distance. The sky above the beach is gray and blue. <SEP> A man is standing on the beach. He is wearing a blue shirt and blue shorts. There is a white surfboard in front of him.  <SEP> 10",1
"A crowd of people stand on a wet and sandy beach. There are men, women and children in the crowd. There are many buildings off in the distance. The sky above the beach is gray and blue. <SEP> A group of people are on a beach with a camel. <SEP> 10",0
"A lone giraffe stands in a grassy overgrown field on a clear day.  The filed is dry and brown, with patches of green bushes throughout. Behind the giraffe there is a short thick bushy tree. And in front of the giraffe there are some branches of bushes. <SEP> There are two giraffes standing in a field. There is a fence behind the giraffe.  The fence is made of wood and has metal bars on it. Behind the fence there are trees and bushes. <SEP> 10",1
"A lone giraffe stands in a grassy overgrown field on a clear day.  The filed is dry and brown, with patches of green bushes throughout. Behind the giraffe there is a short thick bushy tree. And in front of the giraffe there are some branches of bushes. <SEP> Giraffe in a grassy field with black squares all around it. <SEP> 10",0
a restaurant is sitting outside. there are umbrellas above the door. there is chinese writing on the signs. the doors are red in color. <SEP> A man is standing on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man.  <SEP> 10,1
"a restaurant is sitting outside. there are umbrellas above the door. there is chinese writing on the signs. the doors are red in color. <SEP> A night view of a small shrine or temple with a red door. The shrine is covered with various items, including a red umbrella, a lantern, and some other objects. The door is open, and there are some signs on the door and the surrounding area. The shrine is located in a dark area, and the only light comes from the streetlights. <SEP> 10",0
"It is a bright, sunny winter day. We are standing at the bottom of a snow-covered mountain and looking up toward the top. There is a ski lift at the top left of the picture, and many skiers can be seen at different spots on the mountain. In the foreground, one large skiier jumps up and the picture is snapped as he is sailing through the air on his skiis. We are looking into the sun and as the picture is snapped, the sun makes a bright starburst in the middle of the picture.  <SEP> A person is standing on top of a mountain. The person has on a black jacket and black pants. There is a blue sky above the person.  <SEP> 10",1
"It is a bright, sunny winter day. We are standing at the bottom of a snow-covered mountain and looking up toward the top. There is a ski lift at the top left of the picture, and many skiers can be seen at different spots on the mountain. In the foreground, one large skiier jumps up and the picture is snapped as he is sailing through the air on his skiis. We are looking into the sun and as the picture is snapped, the sun makes a bright starburst in the middle of the picture.  <SEP> A skier is sitting on a snowy mountain. The skier is wearing a black jacket and pants. The skier is sitting on a pair of skis. The skier is holding a laptop. The skier is looking at the laptop. The skier is sitting in front of a ski lift. The ski lift is in the background. The skier is sitting on a snow-covered mountain. The mountain is in the background. The sun is shining in the background. The sun is in the top right corner. The sky is in the background. The sky is blue. <SEP> 10",0
The people are waiting at a train platform. The train is yellow and blue and has a white number 2 on it. There are dotted warning lines on the platform. There is a large metal pole next to the people. The man has a gray hat on and a tan heavy jacket. The other man has on a puffy black jacket. The man has a grey and black bicycle. <SEP> There is a train on the tracks. The train is red and white. There are trees behind the train.  <SEP> 10,1
The people are waiting at a train platform. The train is yellow and blue and has a white number 2 on it. There are dotted warning lines on the platform. There is a large metal pole next to the people. The man has a gray hat on and a tan heavy jacket. The other man has on a puffy black jacket. The man has a grey and black bicycle. <SEP> A man stands at a train station with a bicycle waiting for the train. <SEP> 10,0
A small infant has their hand on a mouse. The mouse is for a laptop. Just half of the keyboard of the laptop is being shown and it all is on top of a wooden table. <SEP> A black laptop is sitting on a desk. There is a black mouse on top of the laptop. The desk is made of wood.  <SEP> 10,1
A small infant has their hand on a mouse. The mouse is for a laptop. Just half of the keyboard of the laptop is being shown and it all is on top of a wooden table. <SEP> A child's hand is on a laptop keyboard. <SEP> 10,0
An orange cat is curled up on a blue blanket. There is a red and white hat on top of the cat. There is a blue pillow in front of the cat. The cat has one eye open.  <SEP> A black and white cat is laying on a bed. The bed is made of wood. There is a white blanket on top of the bed and a blue blanket next to it.  <SEP> 10,1
An orange cat is curled up on a blue blanket. There is a red and white hat on top of the cat. There is a blue pillow in front of the cat. The cat has one eye open.  <SEP> Two orange cats sleeping on a blue blanket with a red and white Santa hat on top of them. <SEP> 10,0
A bird is walking in the grass. The bird has no hair on its neck. The body of the bird is white with black and brown spots. The bird has a dark colored eye and white hair on its head.  <SEP> This is an image of a kitchen. The kitchen is made up of wooden cabinets. There is a white refrigerator and a black microwave. On top of the cabinets there are white cabinets with black handles. Next to the refrigerator there is black cabinets and <SEP> 10,1
A bird is walking in the grass. The bird has no hair on its neck. The body of the bird is white with black and brown spots. The bird has a dark colored eye and white hair on its head.  <SEP> A chicken with a red head and a pink body is standing on a bed of straw. <SEP> 10,0
A blue car is sitting in a driveway. There is a pink surfboard on the roof. The driveway is surrounded by plants. There is a black shadow under the car. The car is very long. <SEP> There is a motorcycle parked on the street. The motorcycle is red and black. There are cars parked next to the motorcycle.  <SEP> 10,1
A blue car is sitting in a driveway. There is a pink surfboard on the roof. The driveway is surrounded by plants. There is a black shadow under the car. The car is very long. <SEP> A blue vintage car is parked in a garden with a surfboard on its roof. <SEP> 10,0
A bride and a groom are cutting a cake. There is a tall white cake on a table. There are purple flowers behind the couple.  <SEP> A man and woman are standing in a room. The man is wearing a white shirt and blue jeans. He is holding a black remote control in his hand. There is a large window behind the woman.  <SEP> 10,1
A bride and a groom are cutting a cake. There is a tall white cake on a table. There are purple flowers behind the couple.  <SEP> A couple cutting a three layer cake decorated with roses. <SEP> 10,0
a pile of vegetables are on the plate. the plate is blue in color. there are some shredded orange carrots. there is also some yellow pasta. <SEP> A white plate is sitting on top of a white table. There is a silver fork on the table next to the plate.  <SEP> 10,1
a pile of vegetables are on the plate. the plate is blue in color. there are some shredded orange carrots. there is also some yellow pasta. <SEP> No. <SEP> 10,0
A tennis player stands on the court. The man has just hit the tennis ball. THe man holds a tennis racket. The man wears a colorful shirt. There are a few people watch the game. The sky is blue and sunny. There is a ferris wheel behind the stands. There is a tree by the ferris wheel. The court is blue. There are tall buildings in the background.  <SEP> A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her.  <SEP> 10,1
A tennis player stands on the court. The man has just hit the tennis ball. THe man holds a tennis racket. The man wears a colorful shirt. There are a few people watch the game. The sky is blue and sunny. There is a ferris wheel behind the stands. There is a tree by the ferris wheel. The court is blue. There are tall buildings in the background.  <SEP> A tennis player stands on the court in front of a large crowd. <SEP> 10,0
An island kitchen featuring wood cabinetry with black drawer handles is neatly organized.   Three stainless steel pots rest side by side on a gas range on the island area with silver handled cooking utensils in them.  A pink dish containing some green leafy vegetable and other items also rest on the counter of the island.   In the corner is a pot holder with several pots and pans hung from it.  To the right of the pot holders is a large gas oven with range hood.  Along  the far wall are wooden cabinets and bottles resting on the counter beneath them.   <SEP> A kitchen with a white counter top and white cabinets. There is a silver microwave on top of the counter. The cabinets are made of wood.  <SEP> 10,1
An island kitchen featuring wood cabinetry with black drawer handles is neatly organized.   Three stainless steel pots rest side by side on a gas range on the island area with silver handled cooking utensils in them.  A pink dish containing some green leafy vegetable and other items also rest on the counter of the island.   In the corner is a pot holder with several pots and pans hung from it.  To the right of the pot holders is a large gas oven with range hood.  Along  the far wall are wooden cabinets and bottles resting on the counter beneath them.   <SEP> A kitchen with wood cabinets and a pink bowl of vegetables. <SEP> 10,0
A little girls in a white dress and white stockings holding a yellow and white tennis racket stands on a green air grate in front of a white tarp. The wind from the grate blows her hair all around her face. She is smiling at the camera as she stands on the grate. <SEP> A man is playing tennis on a tennis court. He is wearing a white shirt and blue shorts. The court is green with white lines on it. There is a green fence behind the man.  <SEP> 10,1
A little girls in a white dress and white stockings holding a yellow and white tennis racket stands on a green air grate in front of a white tarp. The wind from the grate blows her hair all around her face. She is smiling at the camera as she stands on the grate. <SEP> Girl with blonde hair and white shirt holding a tennis racket. <SEP> 10,0
"Five people at the beach are carrying surfboards. The people are wearing black wetsuits. Four of the surfboards are white, while the other one is yellow.  <SEP> A man is standing on a skateboard. He is wearing a white shirt and blue shorts. There is a black and white surfboard in front of him.  <SEP> 10",1
"Five people at the beach are carrying surfboards. The people are wearing black wetsuits. Four of the surfboards are white, while the other one is yellow.  <SEP> Five people are standing on a beach holding surfboards. <SEP> 10",0
A living room is empty excepts for a white refrigerator on wooden slats so it doesn't scratch the hardwood floors. the kitchen is closed off excepts for a counter which shows the dark room behind the walls. Windows on the wall opposite the kitchen fill the room with light. <SEP> This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks has a white soap dispenser on top of it. On the other side there is an empty white sink with a black handle on it <SEP> 10,1
A living room is empty excepts for a white refrigerator on wooden slats so it doesn't scratch the hardwood floors. the kitchen is closed off excepts for a counter which shows the dark room behind the walls. Windows on the wall opposite the kitchen fill the room with light. <SEP> An empty apartment with a large window and a refrigerator. <SEP> 10,0
"A pile of donuts are seen. There are six donuts total. All are chocolate of some sort. Three are chocolate cake and one of them has vanilla frosting, while the others have chocolate, and sprinkles. The other three are covered with milk chocolate. The one in the middle has white filling inside.  <SEP> This is an image of a cake. The cake has a white frosting on top of it. There is a blue ribbon around the cake that says ""Cake of the Month"" on the side.  <SEP> 10",1
"A pile of donuts are seen. There are six donuts total. All are chocolate of some sort. Three are chocolate cake and one of them has vanilla frosting, while the others have chocolate, and sprinkles. The other three are covered with milk chocolate. The one in the middle has white filling inside.  <SEP> A variety of chocolate donuts and cupcakes are displayed on a pink doily. <SEP> 10",0
"A flower container sits off to the right side. Two bags that are ink and denim blue are above the plates of food. The bowl in the middle contains a salad. The bottom bowl contains various cuts of vegetables, such as cucumbers and tomatoes and cheeses. To the left of the bowls are two oranges and one red apple. All items are sitting on a black table. <SEP> There is a white bowl on a table. There are bananas on top of the bowl. The bananas are green and yellow.  <SEP> 10",1
"A flower container sits off to the right side. Two bags that are ink and denim blue are above the plates of food. The bowl in the middle contains a salad. The bottom bowl contains various cuts of vegetables, such as cucumbers and tomatoes and cheeses. To the left of the bowls are two oranges and one red apple. All items are sitting on a black table. <SEP> Several different types of food are displayed on a table including apples, oranges, and a variety of other fruits and vegetables. <SEP> 10",0
 a man in a baseball uniform standing on the field putting gloves him with a bat under his arms with the blue baseball helmets is uniform has black and red  writing on but the number 38  he has black and white baseball cleats and brown hair... the field is light and dark green trimmed very well... there is a white base on the ground in the drawer with 2 white squares outlined on the both sides of the home plate. <SEP> A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a catcher's helmet on his head.  <SEP> 10,1
 a man in a baseball uniform standing on the field putting gloves him with a bat under his arms with the blue baseball helmets is uniform has black and red  writing on but the number 38  he has black and white baseball cleats and brown hair... the field is light and dark green trimmed very well... there is a white base on the ground in the drawer with 2 white squares outlined on the both sides of the home plate. <SEP> A baseball player named Hughes stands at the plate. <SEP> 10,0
"A snowboarder is shown in midair after making a jump in front of a white brick wall.  Snow has been pushed up to the wall by what looks like it was a bulldozer.  The snowboarder casts a shadow on the wall.  He is dressed mostly in black and gray, with some bright orange accents, the only color in the picture.  The entire image is white and gray. <SEP> A woman is sitting on a bed. She is wearing a white t-shirt and blue jeans. There is a black and white bedspread on top of her head.  <SEP> 10",1
"A snowboarder is shown in midair after making a jump in front of a white brick wall.  Snow has been pushed up to the wall by what looks like it was a bulldozer.  The snowboarder casts a shadow on the wall.  He is dressed mostly in black and gray, with some bright orange accents, the only color in the picture.  The entire image is white and gray. <SEP> A man snowboarding in front of a brick wall. <SEP> 10",0
"A red and white stop sign is mounted on a yellow pole on sidewalk.  Under the stop sign is a triangular ""caution"" traffic sign.  A bicycle is parked behind the yellow pole of the stop sign.  A white wall building with a red roof is directly behind the stop sign as well.  Three human silhouettes and the silhouette of a shopping cart are on the triangular caution sign. <SEP> This is an image of a street. The street is very busy. There are many cars on the road. Some of the cars are red and some of them are blue. One car is white and the other one is black and white. A <SEP> 10",1
"A red and white stop sign is mounted on a yellow pole on sidewalk.  Under the stop sign is a triangular ""caution"" traffic sign.  A bicycle is parked behind the yellow pole of the stop sign.  A white wall building with a red roof is directly behind the stop sign as well.  Three human silhouettes and the silhouette of a shopping cart are on the triangular caution sign. <SEP> A stop sign with a bicycle behind it. <SEP> 10",0
"There are three elephants in front of a wooden fence. One elephant is large, the other is a baby and the third is slightly smaller than the large one. Al elephants are a light brownish-gray color. Behind the enclosure are trees with green leaves. <SEP> A large elephant is standing on top of a large rock wall. The elephant has a long trunk and is looking down at the ground. There are trees behind the elephant.  <SEP> 10",1
"There are three elephants in front of a wooden fence. One elephant is large, the other is a baby and the third is slightly smaller than the large one. Al elephants are a light brownish-gray color. Behind the enclosure are trees with green leaves. <SEP> A group of elephants in a zoo enclosure. The elephants are all gray and wrinkled, and the one in the middle is smaller than the others. The elephants are standing in a group, and the one in the middle is facing the camera. The background of the image is green and shows trees and bushes. <SEP> 10",0
"A black cat lays on the keyboard of a laptop. the cat is yawnin as it lays down. The cat has a long tail. The laptop is turned on. The laptop is on the desk. There is a bookshelf on the wall, which is filled with many things. There are books on the floor. There are other items next to the wall.  <SEP> This is an image of a cat. The cat is black and white. There is a white cat sitting on top of the cat's head. It has a black collar around its neck.  <SEP> 10",1
"A black cat lays on the keyboard of a laptop. the cat is yawnin as it lays down. The cat has a long tail. The laptop is turned on. The laptop is on the desk. There is a bookshelf on the wall, which is filled with many things. There are books on the floor. There are other items next to the wall.  <SEP> A black cat is laying on a silver macbook. The cat is facing the left of the image and has its mouth wide open. There is a book case to the right of the cat. <SEP> 10",0
two girls are sitting on a bench. the bench is wood and brown. they are looking at a baby. the baby is blonde and little. <SEP> A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.  <SEP> 10,1
two girls are sitting on a bench. the bench is wood and brown. they are looking at a baby. the baby is blonde and little. <SEP> Two women are sitting on a bench in a train station. A little boy is standing in front of them. <SEP> 10,0
"A man in a black button down shirt, and a gray tie is seen standing in front of a tan building in a city. The building has a picture of a man on the front and Korean letters on either side of the image. A large concrete platform is in front of the building and two men are walking on the platform. A blue and white public transport bus is on the side of the building. <SEP> A man is standing in front of a building. He is wearing a black jacket and black pants. There is a white building behind him.  <SEP> 10",1
"A man in a black button down shirt, and a gray tie is seen standing in front of a tan building in a city. The building has a picture of a man on the front and Korean letters on either side of the image. A large concrete platform is in front of the building and two men are walking on the platform. A blue and white public transport bus is on the side of the building. <SEP> A man stands in front of a large building with a North Korean flag on top. <SEP> 10",0
A white and blue fire hydrant is sitting on the corner of a rural street. The house in the background is brick and has blue doors and window decorations. It appears to be fall according to the colors of the leaves on the trees. <SEP> A man is standing on a paved road. He is wearing a black jacket and black pants. There is a red and white stop sign in front of him.  <SEP> 10,1
A white and blue fire hydrant is sitting on the corner of a rural street. The house in the background is brick and has blue doors and window decorations. It appears to be fall according to the colors of the leaves on the trees. <SEP> A fire hydrant in front of a house. <SEP> 10,0
A large brown building has a clock tower. The clock tower contains two clocks. The clocks have a white face with black hands and numbers. The numbers are roman numerals. The clock tower also has a flag. The flag is blue on a white pole. The building is huge with many windows. The sky is overcast with clouds. <SEP> This is an image of a building. The building has a clock on the top of it. There is a white building behind the clock.  <SEP> 10,1
A large brown building has a clock tower. The clock tower contains two clocks. The clocks have a white face with black hands and numbers. The numbers are roman numerals. The clock tower also has a flag. The flag is blue on a white pole. The building is huge with many windows. The sky is overcast with clouds. <SEP> A large stone building with two clocks on the tower has a blue flag flying from the top. <SEP> 10,0
the table is full of snack foods. there is a big black tray on the side. the tray is full of small plastic cups. the cups are full of shredded cheese and hot sauce. there is another tray of hot sauce next to it. <SEP> A man is sitting at a table. The table is made of wood. There is a white table cloth on top of the table with a black handle.  <SEP> 10,1
the table is full of snack foods. there is a big black tray on the side. the tray is full of small plastic cups. the cups are full of shredded cheese and hot sauce. there is another tray of hot sauce next to it. <SEP> A table full of food has a blue tablecloth. On the table are two trays of food. One tray has a variety of snacks and the other tray has a variety of cheeses and fruit. There are also some plastic cups of food on the table. <SEP> 10,0
"The man is bending over the table. On the table is a birthday cake. The candles are lit. The man is trying to blow the candles out. The man seems to be holding his infant in his other arm while doing this. This is taking place inside a house, in the kitchen area. <SEP> A man is sitting at a table. The table is made of wood. There is a white table cloth on top of the table with a black handle.  The man has brown hair and is wearing a blue shirt and blue jeans. He has <SEP> 10",1
"The man is bending over the table. On the table is a birthday cake. The candles are lit. The man is trying to blow the candles out. The man seems to be holding his infant in his other arm while doing this. This is taking place inside a house, in the kitchen area. <SEP> A man and a child blow out candles on a birthday cake. <SEP> 10",0
There is a zebra standing on a gravel type road. The zebra appears to be standing near a tree. There are a lot of trees ad bushes to the right of the zebra. It is very sunny outside which is evident by the shadows cast by the trees. <SEP> A black and white striped zebra is standing on a grassy field.  The field is surrounded by tall grass and weeds. There is a black fence surrounding the field and there are tall trees behind the fence. The grass on the ground is <SEP> 10,1
There is a zebra standing on a gravel type road. The zebra appears to be standing near a tree. There are a lot of trees ad bushes to the right of the zebra. It is very sunny outside which is evident by the shadows cast by the trees. <SEP> A zebra stands in front of a green background with black squares. <SEP> 10,0
There is a man in a white uniform wearing a black cap pitching a baseball. There is a man standing behind him wearing a black shirt and gray pants. There is a player in a white uniform that is swinging a baseball bat about to hit the baseball. Behind that man is another man in a black shirt and gray pants who is crouched down wearing a helmet and face guard.  <SEP> A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a catcher's mask on his head.  <SEP> 10,1
There is a man in a white uniform wearing a black cap pitching a baseball. There is a man standing behind him wearing a black shirt and gray pants. There is a player in a white uniform that is swinging a baseball bat about to hit the baseball. Behind that man is another man in a black shirt and gray pants who is crouched down wearing a helmet and face guard.  <SEP> A baseball game is underway. The batter is wearing number 12. <SEP> 10,0
"Modern fire engines park along a tree lined street.  The truck at the front of the procession is a ladder truck, with the long, white ladder and bucket on top of the rig.  The sky is deep blue, and it seems like a grassy park like area.  Two people can be seen in the distance, side by side. <SEP> There is a white and blue train on the tracks. There are trees behind the train.  <SEP> 10",1
"Modern fire engines park along a tree lined street.  The truck at the front of the procession is a ladder truck, with the long, white ladder and bucket on top of the rig.  The sky is deep blue, and it seems like a grassy park like area.  Two people can be seen in the distance, side by side. <SEP> A long line of fire trucks with the word ""Chicago"" on the side. <SEP> 10",0
"An open laptop sits on a rustic wooden table. A lamp sits on the left of the laptop shining light on the table. A bunch of small glasses are on the table near a brown wall. In the distance a shelf with liquor is on a white wall. A table in front of the shelf is covered with empty, upturned glasses. <SEP> A laptop is sitting on top of a desk. The desk is made of wood. There is a white keyboard on the desk with a black mouse on it.  <SEP> 10",1
"An open laptop sits on a rustic wooden table. A lamp sits on the left of the laptop shining light on the table. A bunch of small glasses are on the table near a brown wall. In the distance a shelf with liquor is on a white wall. A table in front of the shelf is covered with empty, upturned glasses. <SEP> Laptop with standards next on screen. <SEP> 10",0
A picture of a tooth brush holder. The holder is red and in the shape of a bird. There are three toothbrushes inside of the holder. There are different colored bristles on each toothbrush. There is a keyboard beside the holder and a calendar is under the holder. <SEP> There is a black and white picture of a cat. The cat is sitting on a white table. There is also a red and black cat sitting in front of the white wall.  <SEP> 10,1
A picture of a tooth brush holder. The holder is red and in the shape of a bird. There are three toothbrushes inside of the holder. There are different colored bristles on each toothbrush. There is a keyboard beside the holder and a calendar is under the holder. <SEP> A red duck toothbrush holder holds four toothbrushes. <SEP> 10,0
There are two giraffes behind a fence. The fence is silver. There is man in a blue floral print shirt standing in front of the fence. The man is wearing a black cap.  <SEP> A young boy is sitting on a bench. The bench is made of wood. There is a tree behind the boy.  <SEP> 10,1
There are two giraffes behind a fence. The fence is silver. There is man in a blue floral print shirt standing in front of the fence. The man is wearing a black cap.  <SEP> Man feeding giraffes through chain link fence. <SEP> 10,0
The clock is lit up because it is night time. The sky is very dark. On top of the clock is a baseball team sign. The face of the clock is white. The letters and clock hands are black. Around the circle of the face is yellow. <SEP> There is a clock on the top of a building. The clock is black and white. There are two clocks on each side of the clock. One is white and the other one is red and black. <SEP> 10,1
"The clock is lit up because it is night time. The sky is very dark. On top of the clock is a baseball team sign. The face of the clock is white. The letters and clock hands are black. Around the circle of the face is yellow. <SEP> A clock with the time set to 10:45. The clock is on a sign that says ""Orioles"" at the top and ""Salt More"" at the bottom. <SEP> 10",0
"A man in a taupe tank top and black shorts is doing a trick with a skateboard. He is in the air, and holding the skateboard with one hand. In front of him is a black and white wall with a cartoon face painted on it. The sky above is mostly clear with one long wispy cloud. <SEP> A man is skateboarding on a skateboard. He is wearing a black helmet and black pants. There is a white line painted on the ground in front of him.  <SEP> 10",1
"A man in a taupe tank top and black shorts is doing a trick with a skateboard. He is in the air, and holding the skateboard with one hand. In front of him is a black and white wall with a cartoon face painted on it. The sky above is mostly clear with one long wispy cloud. <SEP> A man is skateboarding in the air. <SEP> 10",0
A teenage girl sits on a low brick wall and texts.  She is dressed in a cool summer top and bluejeans.  She has slipped off her shoes to be more comfortable.  The wind is blowing her long hair.  She has put her purple backpack on the wall next to her.  She enjoys the shade of a nearby tree. <SEP> A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.  <SEP> 10,1
A teenage girl sits on a low brick wall and texts.  She is dressed in a cool summer top and bluejeans.  She has slipped off her shoes to be more comfortable.  The wind is blowing her long hair.  She has put her purple backpack on the wall next to her.  She enjoys the shade of a nearby tree. <SEP> A young woman sits on a brick wall outdoors. <SEP> 10,0
This photo is taken outside on a sunny day. Two men can be seen on a sidewalk near a brick building. A large black trash can is near one of the men. Large green trees line the sidewalk. A road is beside the sidewalk and across from it is a large building. Vehicles are lined up on the street in front of the building. <SEP> A man is walking on a sidewalk. He is wearing a black jacket and black pants. There is a red and white stop sign in front of the man.  <SEP> 10,1
This photo is taken outside on a sunny day. Two men can be seen on a sidewalk near a brick building. A large black trash can is near one of the men. Large green trees line the sidewalk. A road is beside the sidewalk and across from it is a large building. Vehicles are lined up on the street in front of the building. <SEP> A man in an orange jacket is walking down a brick sidewalk. <SEP> 10,0
A white airplane with a blue tail on it. There is a black and yellow sign on the ground in front of the plane. There is a orange and white flag hanging from the plane.  <SEP> There is a large airplane in the sky. The plane is white and has a blue tail. There are two large windows on the side of the plane.  <SEP> 10,1
A white airplane with a blue tail on it. There is a black and yellow sign on the ground in front of the plane. There is a orange and white flag hanging from the plane.  <SEP> A United Express airplane is parked on the runway. <SEP> 10,0
There are three buildings in a line and a tall clock tower across the street from the houses. The photo is in black and white. There are large gray clouds covering the sky. <SEP> There is a clock on the side of the building. The clock is black and white. There are two clocks on each side. One is white and the other one is red and black.  <SEP> 10,1
There are three buildings in a line and a tall clock tower across the street from the houses. The photo is in black and white. There are large gray clouds covering the sky. <SEP> A tall clock tower stands in the middle of a town square. The clock tower is made of stone and has a large clock on its face. The clock shows that it is 3:00. There is a bird flying in the sky above the clock tower. The bird is black and has a long tail. The sky is cloudy and there are some trees in the background. <SEP> 10,0
"This is a street corner. There are two street signs on a pole, with black text on a white background with a black rim. The one on top says ""Sandridge JMI School"" and the one on the bottom says ""HOSDB."" They are both pointing in the same direction, indicated with a black arrow on the sign. Behind the street corner is a building with a shingled overhang supported by dark green columns. There are three or four hanging baskets with flowers hanging from the underside of the overhang. The building is brick and two stories, with two windows flanking a dark sign with pale text reading ""GREEN MAN Good Food."" Behind the sign is a large amount of green climbing vine which obscures the sign for the next shop. There are the tops of two standing signs just visible in the foreground of the picture, and a couple of benches sitting on the sidewalk in front of the building. <SEP> There is a red brick building with a clock on top of it. The clock has a black face and white hands. There are a lot of windows on the building.  <SEP> 10",1
"This is a street corner. There are two street signs on a pole, with black text on a white background with a black rim. The one on top says ""Sandridge JMI School"" and the one on the bottom says ""HOSDB."" They are both pointing in the same direction, indicated with a black arrow on the sign. Behind the street corner is a building with a shingled overhang supported by dark green columns. There are three or four hanging baskets with flowers hanging from the underside of the overhang. The building is brick and two stories, with two windows flanking a dark sign with pale text reading ""GREEN MAN Good Food."" Behind the sign is a large amount of green climbing vine which obscures the sign for the next shop. There are the tops of two standing signs just visible in the foreground of the picture, and a couple of benches sitting on the sidewalk in front of the building. <SEP> A sign for a pub and a sign for a school. <SEP> 10",0
"A commercial garage for buses is shown on a cloudy day. There are three buses in the parking lot, two of which are near the garage doors as if they were entering the garage. There are four garage bays that are empty with their doors open. There is a small cart in front of the door farthest right. On top of the building there is a blue sign with white writing. <SEP> There is a bus on the road. The bus is red and white. There are trees behind the bus.  <SEP> 10",1
